customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST05080,Female,0,Yes,Yes,64,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,7,No
CUST05081,Male,0,No,No,47,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),94.24,7,Yes
CUST05082,Male,1,Yes,Yes,69,Yes,Yes,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),94.24,7,No
CUST05083,Male,0,Yes,No,46,Yes,No,No,No,No internet service,No,Yes,No internet service,No internet service,Two year,No,Mailed check,94.24, ,No
CUST05084,Female,0,No,No,9,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,94.24,5,No
CUST05085,Male,0,Yes,No,56,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),94.24,,No
CUST05086,Female,0,Yes,Yes,12,Yes,Yes,No,Yes,Yes,Yes,No,No,No internet service,One year,No,Electronic check,94.24,5,Yes
CUST05087,Male,0,Yes,No,60,Yes,No phone service,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,5,No
CUST05088,Female,0,Yes,Yes,57,No,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),94.24,8,No
CUST05089,Male,0,Yes,No,67,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),94.24,.,No
CUST05090,Male,0,Yes,Yes,28,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.24, ,No
CUST05091,Female,0,Yes,No,15,No,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,7,No
CUST05092,Female,1,No,Yes,62,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,One year,No,Credit card (automatic),94.24,8,Yes
CUST05093,Female,0,Yes,No,46,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),94.24,7,No
CUST05094,Female,1,No,Yes,42,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.24,8,Yes
CUST05095,Female,0,Yes,Yes,22,Yes,No,DSL,Yes,No,No internet service,No,No,No,Two year,No,Mailed check,94.24,,Yes
CUST05096,Female,0,No,Yes,29,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,94.24,,No
CUST05097,Male,0,No,No,56,No,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,94.24,7,No
CUST05098,Female,0,Yes,No,29,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),94.24,7,No
CUST05099,Male,1,No,No,66,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,94.24,8,No
CUST05100,Male,0,No,Yes,55,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,94.24,,No
CUST05101,Female,1,Yes,Yes,23,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),94.24,,No
CUST05102,Male,0,No,No,7,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,94.24,8,No
CUST05103,Female,0,Yes,No,43,No,No,No,No,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,94.24,7,No
CUST05104,Female,0,No,Yes,33,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,94.24,4,Yes
CUST05105,Male,0,No,No,34,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,94.24,.,Yes
CUST05106,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),94.24,.,No
CUST05107,Female,0,No,Yes,16,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,94.24,.,No
CUST05108,Female,0,Yes,Yes,1,No,No phone service,No,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.24,7,No
CUST05109,Male,0,Yes,No,53,No,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,94.24,8,No
CUST05110,Male,1,Yes,Yes,43,No,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,94.24,8,Yes
CUST05111,Male,0,Yes,No,48,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,94.24,7,No
CUST05112,Male,1,Yes,Yes,1,Yes,No phone service,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.24,8,Yes
CUST05113,Female,0,No,No,71,No,No,No,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,94.24,7,No
CUST05114,Female,0,Yes,No,69,Yes,No,No,No,No internet service,No internet service,No internet service,No,No,One year,Yes,Mailed check,94.24,7,Yes
CUST05115,Female,1,No,Yes,8,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),94.24,4,No
CUST05116,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,94.24,5,Yes
CUST05117,Male,1,Yes,Yes,68,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Electronic check,94.24,8,No
CUST05118,Male,0,Yes,Yes,8,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,94.24,7,No
CUST05119,Female,0,Yes,No,13,No,No phone service,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,7,No
CUST05120,Female,0,No,No,26,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,94.24,7,No
CUST05121,Female,0,Yes,No,8,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,94.24,7,Yes
CUST05122,Female,0,No,No,35,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.24, ,No
CUST05123,Female,0,No,No,2,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,94.24,,Yes
CUST05124,Female,0,Yes,Yes,22,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,94.24,8,No
CUST05125,Female,1,No,Yes,72,Yes,No,No,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,94.24,,No
CUST05126,Female,0,No,No,29,No,Yes,No,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,94.24,8,Yes
CUST05127,Female,0,Yes,Yes,18,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.24,8,Yes
CUST05128,Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,One year,No,Mailed check,94.24,8,No
CUST05129,Female,0,Yes,Yes,49,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,94.24,8,No
CUST05130,Male,1,Yes,Yes,47,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Credit card (automatic),94.24,7,No
CUST05131,Male,0,No,Yes,2,Yes,Yes,No,Yes,Yes,No internet service,No,No,Yes,One year,No,Mailed check,94.24,,No
CUST05132,Female,0,No,Yes,65,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),94.24,8,Yes
CUST05133,Female,0,No,No,26,No,Yes,No,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.24,8,No
CUST05134,Male,0,No,Yes,39,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,94.24,.,No
CUST05135,Male,1,No,Yes,17,No,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,One year,No,Mailed check,94.24,7,Yes
CUST05136,Female,0,No,No,26,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,94.24,8,No
CUST05137,Male,1,No,No,10,Yes,Yes,No,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.24,8,No
CUST05138,Female,0,Yes,No,38,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,94.24,.,No
CUST05139,Female,1,Yes,Yes,18,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),94.24, ,Yes
CUST05140,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),94.24,.,No
CUST05141,Male,1,No,Yes,56,No,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,94.24,5,No
CUST05142,Male,1,No,No,1,Yes,Yes,No,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),94.24,7,No
CUST05143,Female,1,No,Yes,37,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,94.24,8,No
CUST05144,Male,0,Yes,Yes,4,Yes,No phone service,No,Yes,No internet service,No,No internet service,No,No,One year,No,Mailed check,94.24,,No
CUST05145,Male,0,Yes,No,35,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.24,.,No
CUST05146,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),94.24,8,Yes
CUST05147,Male,0,No,Yes,56,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),94.24,8,No
CUST05148,Male,0,Yes,Yes,19,Yes,No,DSL,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),94.24,5,Yes
CUST05149,Male,0,Yes,Yes,4,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No,One year,No,Mailed check,94.24,,No
CUST05150,Male,0,No,No,23,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,94.24,4,Yes
CUST05151,Female,0,Yes,No,29,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),94.24,7,Yes
CUST05152,Male,0,Yes,No,27,Yes,Yes,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,94.24,7,No
CUST05153,Male,0,Yes,Yes,52,No,No,No,Yes,No internet service,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),94.24,7,No
CUST05154,Male,0,No,No,50,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),94.24,4,No
CUST05155,Male,0,Yes,No,6,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),94.24, ,No
CUST05156,Male,0,No,Yes,41,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,5,Yes
CUST05157,Male,0,No,No,34,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.24,5,Yes
CUST05158,Male,1,Yes,No,33,No,No phone service,DSL,No internet service,No internet service,No,No,Yes,No,One year,No,Mailed check,94.24,,No
CUST05159,Male,1,Yes,No,72,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,94.24,8,No
CUST05160,Female,1,No,Yes,53,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),94.24, ,No
CUST05161,Male,1,No,No,28,No,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Mailed check,94.24,8,No
CUST05162,Male,0,No,No,9,No,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,94.24,.,Yes
CUST05163,Male,0,No,No,26,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.24,7,No
CUST05164,Male,0,No,Yes,12,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),94.24,7,No
CUST05165,Female,0,Yes,Yes,41,No,No phone service,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,94.24,,No
CUST05166,Female,0,No,No,36,No,No phone service,No,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),94.24,8,No
CUST05167,Female,0,Yes,No,60,No,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),94.24,7,No
CUST05168,Female,0,No,No,20,No,No,No,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),94.24, ,No
CUST05169,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,94.24,7,No
CUST05170,Female,0,No,Yes,7,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,94.24,4,No
CUST05171,Female,0,Yes,No,69,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),94.24,.,Yes
CUST05172,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.24,5,No
CUST05173,Female,0,No,Yes,9,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,.,No
CUST05174,Female,0,No,Yes,12,No,Yes,No,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,94.24,8,No
CUST05175,Female,0,Yes,No,11,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,,No
CUST05176,Female,1,Yes,Yes,65,No,No,No,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Mailed check,94.24,,No
CUST05177,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,One year,No,Electronic check,94.24,7,No
CUST05178,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,No,Electronic check,94.24,8,No
CUST05179,Female,0,No,Yes,51,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),94.24,5,Yes
CUST05180,Female,0,No,No,60,No,Yes,No,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,8,No
CUST05181,Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,One year,No,Electronic check,94.24,.,Yes
CUST05182,Female,0,Yes,No,14,No,Yes,DSL,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,94.24,8,No
CUST05183,Male,0,No,No,21,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,94.24,8,Yes
CUST05184,Female,1,No,No,64,No,No phone service,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),94.24,7,Yes
CUST05185,Female,1,No,No,25,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,94.24,4,No
CUST05186,Male,0,No,No,20,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,94.24, ,Yes
CUST05187,Female,0,No,Yes,23,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.24,5,No
CUST05188,Male,0,Yes,Yes,15,No,No phone service,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,94.24,,No
CUST05189,Male,0,No,No,31,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),94.24,8,No
CUST05190,Male,0,Yes,Yes,15,Yes,Yes,No,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,94.24,4,No
CUST05191,Female,0,No,No,41,No,No,No,No,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),94.24,8,No
CUST05192,Female,0,No,No,31,Yes,Yes,No,No,No internet service,No internet service,No,No internet service,No,One year,No,Electronic check,94.24,4,No
CUST05193,Female,1,No,Yes,49,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),94.24,8,No
CUST05194,Male,0,No,No,40,No,No phone service,DSL,No,No internet service,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),94.24,4,No
CUST05195,Male,0,Yes,No,23,No,No,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,8,Yes
CUST05196,Female,0,Yes,Yes,12,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,94.24,7,No
CUST05197,Female,1,No,Yes,9,No,Yes,No,Yes,No,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),94.24,7,No
CUST05198,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),94.24,7,Yes
CUST05199,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,94.24,4,Yes
CUST05200,Female,0,No,Yes,2,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.24,4,No
CUST05201,Male,0,Yes,Yes,54,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),94.24,7,No
CUST05202,Male,1,Yes,No,15,Yes,Yes,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,7,No
CUST05203,Male,0,No,Yes,43,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,94.24,7,No
CUST05204,Female,0,No,Yes,29,Yes,No,No,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,94.24, ,No
CUST05205,Male,0,Yes,No,36,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,94.24, ,Yes
CUST05206,Male,0,No,No,59,No,Yes,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,,Yes
CUST05207,Male,0,No,Yes,23,No,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,94.24,8,No
CUST05208,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),94.24,,No
CUST05209,Male,0,Yes,No,57,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.24,,Yes
CUST05210,Female,0,No,No,8,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.24,8,No
CUST05211,Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,94.24,4,No
CUST05212,Female,1,Yes,No,18,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),94.24,5,No
CUST05213,Female,0,Yes,No,27,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),94.24,7,No
CUST05214,Female,0,Yes,No,6,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),94.24,,Yes
CUST05215,Female,0,Yes,Yes,44,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,94.24,,Yes
CUST05216,Female,0,Yes,No,62,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),94.24,,Yes
CUST05217,Male,0,No,Yes,36,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.24,.,No
CUST05218,Male,0,Yes,No,15,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),94.24,8,No
CUST05219,Female,0,No,No,4,No,No phone service,No,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,94.24,.,Yes
CUST05220,Female,0,Yes,Yes,28,Yes,No,No,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),94.24,7,No
CUST05221,Female,0,No,No,51,Yes,No phone service,No,No internet service,No,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),94.24,,No
CUST05222,Male,0,No,No,22,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.24,7,Yes
CUST05223,Female,0,Yes,Yes,5,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),94.24,.,No
CUST05224,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,One year,No,Mailed check,94.24,,No
CUST05225,Female,0,Yes,No,56,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.24,8,No
CUST05226,Male,0,Yes,Yes,32,Yes,No,No,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,4,No
CUST05227,Female,1,Yes,Yes,48,Yes,No,No,No,Yes,No,No,No,No internet service,Two year,No,Bank transfer (automatic),94.24,8,Yes
CUST05228,Male,0,Yes,No,40,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,94.24,7,No
CUST05229,Female,0,No,Yes,54,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),94.24,7,No
CUST05230,Male,0,No,No,25,Yes,No phone service,No,Yes,No internet service,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),94.24,5,No
CUST05231,Male,0,No,No,36,No,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,94.24,7,Yes
CUST05232,Male,0,No,Yes,16,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),94.24,7,No
CUST05233,Male,0,No,Yes,31,No,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),94.24,.,No
CUST05234,Male,0,Yes,Yes,27,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,94.24,,No
CUST05235,Male,0,Yes,Yes,24,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),94.24,7,No
CUST05236,Male,0,No,No,46,No,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),94.24,,No
CUST05237,Female,0,No,Yes,21,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,94.24,7,No
CUST05238,Female,0,Yes,Yes,60,No,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),94.24,8,No
CUST05239,Female,0,Yes,No,43,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,94.24,7,No
CUST05240,Female,0,Yes,No,19,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),94.24,7,No
CUST05241,Female,0,Yes,No,49,Yes,No phone service,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),94.24,7,No
CUST05242,Male,0,No,No,46,Yes,No,No,No internet service,No,No,Yes,No internet service,No,Two year,Yes,Mailed check,94.24, ,No
CUST05243,Male,0,No,No,46,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,94.24,,No
CUST05244,Male,0,Yes,No,71,Yes,No,No,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24, ,No
CUST05245,Male,0,Yes,No,50,No,No phone service,DSL,No,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),94.24, ,Yes
CUST05246,Male,0,No,No,54,No,No,No,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.24, ,No
CUST05247,Female,0,No,No,38,Yes,No phone service,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.24,8,No
CUST05248,Female,1,No,Yes,13,Yes,Yes,DSL,No internet service,No,No internet service,No,No,Yes,Two year,No,Electronic check,94.24,.,No
CUST05249,Female,1,Yes,Yes,68,No,No,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.24,7,No
CUST05250,Female,0,No,No,46,No,No phone service,No,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),94.24,5,Yes
CUST05251,Male,0,Yes,Yes,20,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.24,5,No
CUST05252,Male,0,Yes,No,14,Yes,No phone service,No,No,Yes,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),94.24,.,Yes
CUST05253,Male,0,Yes,No,0,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,94.24,5,No
CUST05254,Female,0,No,No,9,No,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),94.24,7,No
CUST05255,Male,0,No,No,22,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,8,No
CUST05256,Female,0,Yes,Yes,17,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),94.24,7,No
CUST05257,Male,0,No,Yes,57,No,Yes,DSL,Yes,No internet service,No,No,No,Yes,Two year,No,Mailed check,94.24,.,Yes
CUST05258,Male,0,Yes,No,72,Yes,No phone service,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,94.24,8,Yes
CUST05259,Female,0,No,Yes,51,No,No phone service,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,94.24,8,No
CUST05260,Male,0,Yes,Yes,45,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),94.24,8,No
